RecordID,Light,Hue,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100
10.11,10,11,#333538,#333538,#333538,#333538,#333538,#333538,#333538,#333538,#333538,#333538,#333538,#333538,#333538,#333538,#333538,#333538,#333538,#333538,#333538,#333538,#333538,#333538,#333538,#333538,#333538,#333538,#333538,#333538,#333538,#333538,#333538,#333538,#333538,#333538,#333538,#333538,#333538,#333538,#333538,#333538,#333538,#333538,#333538,#333538,#333538,#581c32,#581c32,#581c32,#581c32,#581c32,#581c32,#581c32,#581c32,#581c32,#581c32,#581c32,#581c32,#581c32,#581c32,#581c32,#581c32,#581c32,#581c32,#581c32,#581c32,#581c32,#581c32,#581c32,#581c32,#581c32,#581c32,#581c32,#581c32,#581c32,#581c32,#581c32,#581c32,#581c32,#581c32,#581c32,#581c32,#581c32,#581c32,#581c32,#581c32,#581c32,#581c32,#581c32,#581c32,#581c32,#581c32,#581c32,#581c32,#581c32,#581c32,#581c32,#581c32,#581c32,#581c32,#581c32
10.12,10,12,#333538,#333538,#333538,#333538,#333538,#333538,#333538,#333538,#333538,#333538,#333538,#333538,#333538,#333538,#333538,#333538,#333538,#333538,#333538,#333538,#333538,#333538,#333538,#333538,#333538,#333538,#333538,#333538,#333538,#333538,#333538,#333538,#333538,#333538,#333538,#333538,#333538,#333538,#333538,#333538,#333538,#333538,#333538,#333538,#333538,#581c32,#581c32,#581c32,#581c32,#581c32,#581c32,#581c32,#581c32,#581c32,#581c32,#581c32,#581c32,#581c32,#581c32,#581c32,#581c32,#581c32,#581c32,#581c32,#581c32,#581c32,#581c32,#581c32,#581c32,#581c32,#581c32,#581c32,#581c32,#581c32,#581c32,#581c32,#581c32,#581c32,#581c32,#581c32,#581c32,#581c32,#581c32,#581c32,#581c32,#581c32,#581c32,#581c32,#581c32,#581c32,#581c32,#581c32,#581c32,#581c32,#581c32,#581c32,#581c32,#581c32,#581c32,#581c32
10.13,10,13,#333538,#333538,#333538,#333538,#333538,#333538,#333538,#333538,#333538,#333538,#333538,#333538,#333538,#333538,#333538,#333538,#333538,#333538,#333538,#333538,#333538,#333538,#333538,#333538,#333538,#333538,#333538,#333538,#333538,#333538,#333538,#333538,#333538,#333538,#333538,#333538,#333538,#333538,#333538,#333538,#333538,#333538,#333538,#333538,#333538,#581c32,#581c32,#581c32,#581c32,#581c32,#581c32,#581c32,#581c32,#581c32,#581c32,#581c32,#581c32,#581c32,#581c32,#581c32,#581c32,#581c32,#581c32,#581c32,#581c32,#581c32,#581c32,#581c32,#581c32,#581c32,#581c32,#581c32,#581c32,#581c32,#581c32,#581c32,#581c32,#581c32,#581c32,#581c32,#581c32,#581c32,#581c32,#581c32,#581c32,#581c32,#581c32,#581c32,#581c32,#581c32,#581c32,#581c32,#581c32,#581c32,#581c32,#581c32,#581c32,#581c32,#581c32,#581c32
10.14,10,14,#333538,#333538,#333538,#333538,#333538,#333538,#333538,#333538,#333538,#333538,#333538,#333538,#333538,#333538,#333538,#333538,#333538,#333538,#333538,#333538,#333538,#333538,#333538,#333538,#333538,#333538,#333538,#333538,#333538,#333538,#333538,#333538,#333538,#333538,#333538,#333538,#333538,#333538,#333538,#333538,#333538,#333538,#333538,#333538,#333538,#581c32,#581c32,#581c32,#581c32,#581c32,#581c32,#581c32,#581c32,#581c32,#581c32,#581c32,#581c32,#581c32,#581c32,#581c32,#581c32,#581c32,#581c32,#581c32,#581c32,#581c32,#581c32,#581c32,#581c32,#581c32,#581c32,#581c32,#581c32,#581c32,#581c32,#581c32,#581c32,#581c32,#581c32,#581c32,#581c32,#581c32,#581c32,#581c32,#581c32,#581c32,#581c32,#581c32,#581c32,#581c32,#581c32,#581c32,#581c32,#581c32,#581c32,#581c32,#581c32,#581c32,#581c32,#581c32
10.15,10,15,#333538,#333538,#333538,#333538,#333538,#333538,#333538,#333538,#333538,#333538,#333538,#333538,#333538,#333538,#333538,#333538,#333538,#333538,#333538,#333538,#333538,#333538,#333538,#333538,#333538,#333538,#333538,#333538,#333538,#333538,#333538,#333538,#333538,#333538,#333538,#333538,#333538,#333538,#333538,#333538,#333538,#333538,#333538,#333538,#333538,#581c32,#581c32,#581c32,#581c32,#581c32,#581c32,#581c32,#581c32,#581c32,#581c32,#581c32,#581c32,#581c32,#581c32,#581c32,#581c32,#581c32,#581c32,#581c32,#581c32,#581c32,#581c32,#581c32,#581c32,#581c32,#581c32,#581c32,#581c32,#581c32,#581c32,#581c32,#581c32,#581c32,#581c32,#581c32,#581c32,#581c32,#581c32,#581c32,#581c32,#581c32,#581c32,#581c32,#581c32,#581c32,#581c32,#581c32,#581c32,#581c32,#581c32,#581c32,#581c32,#581c32,#581c32,#581c32
10.16,10,16,#333538,#333538,#333538,#333538,#333538,#333538,#333538,#333538,#333538,#333538,#333538,#333538,#333538,#333538,#333538,#333538,#333538,#333538,#333538,#333538,#333538,#333538,#333538,#333538,#333538,#333538,#333538,#333538,#333538,#333538,#333538,#333538,#333538,#333538,#333538,#333538,#333538,#333538,#333538,#333538,#333538,#333538,#333538,#333538,#333538,#581c32,#581c32,#581c32,#581c32,#581c32,#581c32,#581c32,#581c32,#581c32,#581c32,#581c32,#581c32,#581c32,#581c32,#581c32,#581c32,#581c32,#581c32,#581c32,#581c32,#581c32,#581c32,#581c32,#581c32,#581c32,#581c32,#581c32,#581c32,#581c32,#581c32,#581c32,#581c32,#581c32,#581c32,#581c32,#581c32,#581c32,#581c32,#581c32,#581c32,#581c32,#581c32,#581c32,#581c32,#581c32,#581c32,#581c32,#581c32,#581c32,#581c32,#581c32,#581c32,#581c32,#581c32,#581c32
10.17,10,17,#333538,#333538,#333538,#333538,#333538,#333538,#333538,#333538,#333538,#333538,#333538,#333538,#333538,#333538,#333538,#333538,#333538,#333538,#333538,#333538,#333538,#333538,#333538,#333538,#333538,#333538,#333538,#333538,#333538,#333538,#333538,#333538,#333538,#333538,#333538,#333538,#333538,#333538,#333538,#333538,#333538,#333538,#333538,#333538,#333538,#581c32,#581c32,#581c32,#581c32,#581c32,#581c32,#581c32,#581c32,#581c32,#581c32,#581c32,#581c32,#581c32,#581c32,#581c32,#581c32,#581c32,#581c32,#581c32,#581c32,#581c32,#581c32,#581c32,#581c32,#581c32,#581c32,#581c32,#581c32,#581c32,#581c32,#581c32,#581c32,#581c32,#581c32,#581c32,#581c32,#581c32,#581c32,#581c32,#581c32,#581c32,#581c32,#581c32,#581c32,#581c32,#581c32,#581c32,#581c32,#581c32,#581c32,#581c32,#581c32,#581c32,#581c32,#581c32
10.18,10,18,#333538,#333538,#333538,#333538,#333538,#333538,#333538,#333538,#333538,#333538,#333538,#333538,#333538,#333538,#333538,#333538,#333538,#333538,#333538,#333538,#333538,#333538,#333538,#333538,#333538,#333538,#333538,#333538,#333538,#333538,#333538,#333538,#333538,#333538,#333538,#333538,#333538,#333538,#333538,#333538,#333538,#333538,#333538,#333538,#333538,#581c32,#581c32,#581c32,#581c32,#581c32,#581c32,#581c32,#581c32,#581c32,#581c32,#581c32,#581c32,#581c32,#581c32,#581c32,#581c32,#581c32,#581c32,#581c32,#581c32,#581c32,#581c32,#581c32,#581c32,#581c32,#581c32,#581c32,#581c32,#581c32,#581c32,#581c32,#581c32,#581c32,#581c32,#581c32,#581c32,#581c32,#581c32,#581c32,#581c32,#581c32,#581c32,#581c32,#581c32,#581c32,#581c32,#581c32,#581c32,#581c32,#581c32,#581c32,#581c32,#581c32,#581c32,#581c32
10.19,10,19,#333538,#333538,#333538,#333538,#333538,#333538,#333538,#333538,#333538,#333538,#333538,#333538,#333538,#333538,#333538,#333538,#333538,#333538,#333538,#333538,#333538,#333538,#333538,#333538,#333538,#333538,#333538,#333538,#333538,#333538,#333538,#333538,#333538,#333538,#333538,#333538,#333538,#333538,#333538,#333538,#333538,#333538,#333538,#333538,#333538,#581c32,#581c32,#581c32,#581c32,#581c32,#581c32,#581c32,#581c32,#581c32,#581c32,#581c32,#581c32,#581c32,#581c32,#581c32,#581c32,#581c32,#581c32,#581c32,#581c32,#581c32,#581c32,#581c32,#581c32,#581c32,#581c32,#581c32,#581c32,#581c32,#581c32,#581c32,#581c32,#581c32,#581c32,#581c32,#581c32,#581c32,#581c32,#581c32,#581c32,#581c32,#581c32,#581c32,#581c32,#581c32,#581c32,#581c32,#581c32,#581c32,#581c32,#581c32,#581c32,#581c32,#581c32,#581c32
10.20,10,20,#333538,#333538,#333538,#333538,#333538,#333538,#333538,#333538,#333538,#333538,#333538,#333538,#333538,#333538,#333538,#333538,#333538,#333538,#333538,#333538,#333538,#333538,#333538,#333538,#333538,#333538,#333538,#333538,#333538,#333538,#333538,#333538,#372820,#372820,#372820,#372820,#372820,#372820,#372820,#372820,#372820,#372820,#372820,#372820,#372820,#372820,#372820,#372820,#372820,#372820,#372820,#372820,#372820,#372820,#372820,#372820,#372820,#372820,#372820,#372820,#372820,#372820,#372820,#372820,#372820,#372820,#372820,#372820,#372820,#372820,#372820,#372820,#372820,#653c2c,#653c2c,#653c2c,#653c2c,#653c2c,#653c2c,#653c2c,#653c2c,#653c2c,#653c2c,#653c2c,#653c2c,#653c2c,#653c2c,#653c2c,#653c2c,#653c2c,#653c2c,#653c2c,#653c2c,#653c2c,#653c2c,#653c2c,#653c2c,#653c2c,#653c2c,#653c2c
10.21,10,21,#333538,#333538,#333538,#333538,#333538,#333538,#333538,#333538,#333538,#333538,#333538,#333538,#333538,#333538,#333538,#333538,#333538,#333538,#333538,#333538,#333538,#333538,#333538,#333538,#333538,#333538,#333538,#333538,#333538,#333538,#333538,#333538,#372820,#372820,#372820,#372820,#372820,#372820,#372820,#372820,#372820,#372820,#372820,#372820,#372820,#372820,#372820,#372820,#372820,#372820,#372820,#372820,#372820,#372820,#372820,#372820,#372820,#372820,#372820,#372820,#372820,#372820,#372820,#372820,#372820,#372820,#372820,#372820,#372820,#372820,#372820,#372820,#372820,#653c2c,#653c2c,#653c2c,#653c2c,#653c2c,#653c2c,#653c2c,#653c2c,#653c2c,#653c2c,#653c2c,#653c2c,#653c2c,#653c2c,#653c2c,#653c2c,#653c2c,#653c2c,#653c2c,#653c2c,#653c2c,#653c2c,#653c2c,#653c2c,#653c2c,#653c2c,#653c2c
10.22,10,22,#333538,#333538,#333538,#333538,#333538,#333538,#333538,#333538,#333538,#333538,#333538,#333538,#333538,#333538,#333538,#333538,#333538,#333538,#333538,#333538,#333538,#333538,#333538,#333538,#333538,#333538,#333538,#333538,#333538,#333538,#333538,#333538,#372820,#372820,#372820,#372820,#372820,#372820,#372820,#372820,#372820,#372820,#372820,#372820,#372820,#372820,#372820,#372820,#372820,#372820,#372820,#372820,#372820,#372820,#372820,#372820,#372820,#372820,#372820,#372820,#372820,#372820,#372820,#372820,#372820,#372820,#372820,#372820,#372820,#372820,#372820,#372820,#372820,#653c2c,#653c2c,#653c2c,#653c2c,#653c2c,#653c2c,#653c2c,#653c2c,#653c2c,#653c2c,#653c2c,#653c2c,#653c2c,#653c2c,#653c2c,#653c2c,#653c2c,#653c2c,#653c2c,#653c2c,#653c2c,#653c2c,#653c2c,#653c2c,#653c2c,#653c2c,#653c2c
10.23,10,23,#333538,#333538,#333538,#333538,#333538,#333538,#333538,#333538,#333538,#333538,#333538,#333538,#333538,#333538,#333538,#333538,#333538,#333538,#333538,#333538,#333538,#333538,#333538,#333538,#333538,#333538,#333538,#333538,#333538,#333538,#333538,#333538,#372820,#372820,#372820,#372820,#372820,#372820,#372820,#372820,#372820,#372820,#372820,#372820,#372820,#372820,#372820,#372820,#372820,#372820,#372820,#372820,#372820,#372820,#372820,#372820,#372820,#372820,#372820,#372820,#372820,#372820,#372820,#372820,#372820,#372820,#372820,#372820,#372820,#372820,#372820,#372820,#372820,#653c2c,#653c2c,#653c2c,#653c2c,#653c2c,#653c2c,#653c2c,#653c2c,#653c2c,#653c2c,#653c2c,#653c2c,#653c2c,#653c2c,#653c2c,#653c2c,#653c2c,#653c2c,#653c2c,#653c2c,#653c2c,#653c2c,#653c2c,#653c2c,#653c2c,#653c2c,#653c2c
10.24,10,24,#333538,#333538,#333538,#333538,#333538,#333538,#333538,#333538,#333538,#333538,#333538,#333538,#333538,#333538,#333538,#333538,#333538,#333538,#333538,#333538,#333538,#333538,#333538,#333538,#333538,#333538,#333538,#333538,#333538,#333538,#333538,#333538,#372820,#372820,#372820,#372820,#372820,#372820,#372820,#372820,#372820,#372820,#372820,#372820,#372820,#372820,#372820,#372820,#372820,#372820,#372820,#372820,#372820,#372820,#372820,#372820,#372820,#372820,#372820,#372820,#372820,#372820,#372820,#372820,#372820,#372820,#372820,#372820,#372820,#372820,#372820,#372820,#372820,#653c2c,#653c2c,#653c2c,#653c2c,#653c2c,#653c2c,#653c2c,#653c2c,#653c2c,#653c2c,#653c2c,#653c2c,#653c2c,#653c2c,#653c2c,#653c2c,#653c2c,#653c2c,#653c2c,#653c2c,#653c2c,#653c2c,#653c2c,#653c2c,#653c2c,#653c2c,#653c2c
10.25,10,25,#333538,#333538,#333538,#333538,#333538,#333538,#333538,#333538,#333538,#333538,#333538,#333538,#333538,#333538,#333538,#333538,#333538,#333538,#333538,#333538,#333538,#333538,#333538,#333538,#333538,#333538,#333538,#333538,#333538,#333538,#333538,#333538,#372820,#372820,#372820,#372820,#372820,#372820,#372820,#372820,#372820,#372820,#372820,#372820,#372820,#372820,#372820,#372820,#372820,#372820,#372820,#372820,#372820,#372820,#372820,#372820,#372820,#372820,#372820,#372820,#372820,#372820,#372820,#372820,#372820,#372820,#372820,#372820,#372820,#372820,#372820,#372820,#372820,#653c2c,#653c2c,#653c2c,#653c2c,#653c2c,#653c2c,#653c2c,#653c2c,#653c2c,#653c2c,#653c2c,#653c2c,#653c2c,#653c2c,#653c2c,#653c2c,#653c2c,#653c2c,#653c2c,#653c2c,#653c2c,#653c2c,#653c2c,#653c2c,#653c2c,#653c2c,#653c2c
10.26,10,26,#333538,#333538,#333538,#333538,#333538,#333538,#333538,#333538,#333538,#333538,#333538,#333538,#333538,#333538,#333538,#333538,#333538,#333538,#333538,#333538,#333538,#333538,#333538,#333538,#333538,#333538,#333538,#333538,#333538,#333538,#333538,#333538,#372820,#372820,#372820,#372820,#372820,#372820,#372820,#372820,#372820,#372820,#372820,#372820,#372820,#372820,#372820,#372820,#372820,#372820,#372820,#372820,#372820,#372820,#372820,#372820,#372820,#372820,#372820,#372820,#372820,#372820,#372820,#372820,#372820,#372820,#372820,#372820,#372820,#372820,#372820,#372820,#372820,#653c2c,#653c2c,#653c2c,#653c2c,#653c2c,#653c2c,#653c2c,#653c2c,#653c2c,#653c2c,#653c2c,#653c2c,#653c2c,#653c2c,#653c2c,#653c2c,#653c2c,#653c2c,#653c2c,#653c2c,#653c2c,#653c2c,#653c2c,#653c2c,#653c2c,#653c2c,#653c2c
10.27,10,27,#333538,#333538,#333538,#333538,#333538,#333538,#333538,#333538,#333538,#333538,#333538,#333538,#333538,#333538,#333538,#333538,#333538,#333538,#333538,#333538,#333538,#333538,#333538,#333538,#333538,#333538,#333538,#333538,#333538,#333538,#333538,#333538,#372820,#372820,#372820,#372820,#372820,#372820,#372820,#372820,#372820,#372820,#372820,#372820,#372820,#372820,#372820,#372820,#372820,#372820,#372820,#372820,#372820,#372820,#372820,#372820,#372820,#372820,#372820,#372820,#372820,#372820,#372820,#372820,#372820,#372820,#372820,#372820,#372820,#372820,#372820,#372820,#372820,#653c2c,#653c2c,#653c2c,#653c2c,#653c2c,#653c2c,#653c2c,#653c2c,#653c2c,#653c2c,#653c2c,#653c2c,#653c2c,#653c2c,#653c2c,#653c2c,#653c2c,#653c2c,#653c2c,#653c2c,#653c2c,#653c2c,#653c2c,#653c2c,#653c2c,#653c2c,#653c2c
10.28,10,28,#333538,#333538,#333538,#333538,#333538,#333538,#333538,#333538,#333538,#333538,#333538,#333538,#333538,#333538,#333538,#333538,#333538,#333538,#333538,#333538,#333538,#333538,#333538,#333538,#333538,#333538,#333538,#333538,#333538,#333538,#333538,#333538,#372820,#372820,#372820,#372820,#372820,#372820,#372820,#372820,#372820,#372820,#372820,#372820,#372820,#372820,#372820,#372820,#372820,#372820,#372820,#372820,#372820,#372820,#372820,#372820,#372820,#372820,#372820,#372820,#372820,#372820,#372820,#372820,#372820,#372820,#372820,#372820,#372820,#372820,#372820,#372820,#372820,#653c2c,#653c2c,#653c2c,#653c2c,#653c2c,#653c2c,#653c2c,#653c2c,#653c2c,#653c2c,#653c2c,#653c2c,#653c2c,#653c2c,#653c2c,#653c2c,#653c2c,#653c2c,#653c2c,#653c2c,#653c2c,#653c2c,#653c2c,#653c2c,#653c2c,#653c2c,#653c2c
10.29,10,29,#333538,#333538,#333538,#333538,#333538,#333538,#333538,#333538,#333538,#333538,#333538,#333538,#333538,#333538,#333538,#333538,#333538,#333538,#333538,#333538,#333538,#333538,#333538,#333538,#333538,#333538,#333538,#333538,#333538,#333538,#333538,#333538,#372820,#372820,#372820,#372820,#372820,#372820,#372820,#372820,#372820,#372820,#372820,#372820,#372820,#372820,#372820,#372820,#372820,#372820,#372820,#372820,#372820,#372820,#372820,#372820,#372820,#372820,#372820,#372820,#372820,#372820,#372820,#372820,#372820,#372820,#372820,#372820,#372820,#372820,#372820,#372820,#372820,#653c2c,#653c2c,#653c2c,#653c2c,#653c2c,#653c2c,#653c2c,#653c2c,#653c2c,#653c2c,#653c2c,#653c2c,#653c2c,#653c2c,#653c2c,#653c2c,#653c2c,#653c2c,#653c2c,#653c2c,#653c2c,#653c2c,#653c2c,#653c2c,#653c2c,#653c2c,#653c2c
